2023-05-25, 16:50:21.242066, 935000000, 940000000, 1000000.00, 20, -52.71, -64.22, -55.99, -61.79, -55.47
2023-05-25, 16:50:21.242066, 940000000, 945000000, 1000000.00, 20, -48.78, -52.35, -60.21, -62.91, -56.87
2023-05-25, 16:50:21.242066, 950000000, 955000000, 1000000.00, 20, -62.39, -60.36, -60.56, -56.72, -59.84
2023-05-25, 16:50:21.242066, 945000000, 950000000, 1000000.00, 20, -58.63, -71.23, -54.21, -56.14, -58.04
2023-05-25, 16:50:21.242066, 955000000, 960000000, 1000000.00, 20, -57.02, -57.56, -55.15, -66.36, -58.71
2023-05-25, 16:50:21.261738, 960000000, 965000000, 1000000.00, 20, -47.60, -51.54, -52.74, -72.37, -52.96
2023-05-25, 16:50:21.261738, 970000000, 975000000, 1000000.00, 20, -59.50, -56.35, -61.06, -60.97, -60.31
2023-05-25, 16:50:21.261738, 965000000, 970000000, 1000000.00, 20, -59.61, -57.42, -53.93, -53.78, -59.85
2023-05-25, 16:50:21.261738, 975000000, 980000000, 1000000.00, 20, -68.31, -67.29, -59.61, -63.08, -56.31
2023-05-25, 16:50:21.261738, 980000000, 985000000, 1000000.00, 20, -59.51, -73.40, -68.13, -59.65, -54.99
2023-05-25, 16:50:21.261738, 990000000, 995000000, 1000000.00, 20, -51.68, -51.09, -59.91, -66.80, -62.03
2023-05-25, 16:50:21.261738, 985000000, 990000000, 1000000.00, 20, -57.30, -60.22, -61.57, -61.21, -52.60
2023-05-25, 16:50:21.261738, 995000000, 1000000000, 1000000.00, 20, -61.27, -68.51, -55.47, -67.31, -43.85
2023-05-25, 16:50:21.261738, 1000000000, 1005000000, 1000000.00, 20, -42.66, -53.67, -56.87, -61.62, -64.77
2023-05-25, 16:50:21.261738, 1010000000, 1015000000, 1000000.00, 20, -54.77, -60.12, -59.05, -64.82, -62.56
